,LotArea
212,14810.085714285715
213,16212.108108108108
214,13922.599025974027
215,13922.599025974027
216,13933.006880733945
217,26000.096330275228
218,17089.133196721312
219,16212.108108108108
220,12017.32326283988
221,16564.919786096256
222,11313.916230366493
223,12017.32326283988
224,12017.32326283988
225,12017.32326283988
226,12017.32326283988
227,12017.32326283988
228,14810.085714285715
229,12990.38785046729
230,12017.32326283988
231,12990.38785046729
232,12017.32326283988
233,12017.32326283988
234,11251.22077922078
235,17918.69298245614
236,12017.32326283988
237,17179.01072386059
238,18297.91089108911
239,16165.936339522546
240,13933.006880733945
241,13922.599025974027
242,12990.38785046729
243,13933.006880733945
244,16165.936339522546
245,16212.108108108108
246,12017.32326283988
247,13933.006880733945
248,15989.08866995074
249,11251.22077922078
250,12017.32326283988
251,12017.32326283988
252,13933.006880733945
253,13933.006880733945
254,11208.596666666666
255,12990.38785046729
256,12990.38785046729
257,12017.32326283988
258,12017.32326283988
259,17044.842105263157
260,15301.029569892473
261,12017.32326283988
262,12990.38785046729
263,11313.916230366493
264,12990.38785046729
265,12017.32326283988
266,12017.32326283988
267,12017.32326283988
268,12017.32326283988
269,12017.32326283988
270,12017.32326283988
271,12990.38785046729
272,12990.38785046729
273,12017.32326283988
274,12017.32326283988
275,11251.22077922078
276,27892.28729281768
277,15338.649214659687
278,12017.32326283988
279,12017.32326283988
280,12990.38785046729
281,10501.142514970059
282,10501.142514970059
283,17089.133196721312
284,15721.71505376344
285,16212.108108108108
286,16254.867276887871
287,13933.006880733945
288,15721.71505376344
289,12990.38785046729
290,16254.867276887871
291,11313.916230366493
292,12990.38785046729
293,13933.006880733945
294,12990.38785046729
295,11313.916230366493
296,11251.22077922078
297,15338.649214659687
298,14810.085714285715
299,13933.006880733945
300,16212.108108108108
301,12017.32326283988
302,12990.38785046729
303,12017.32326283988
304,13922.599025974027
305,14810.085714285715
306,15989.08866995074
307,16165.936339522546
308,14039.333333333334
309,12990.38785046729
310,12990.38785046729
311,15721.71505376344
312,13922.599025974027
313,16212.108108108108
314,12990.38785046729
315,12017.32326283988
316,12017.32326283988
317,12017.32326283988
318,15338.649214659687
319,12017.32326283988
320,12990.38785046729
321,10847.290584415585
322,12017.32326283988
323,11313.916230366493
324,12017.32326283988
325,12970.332352941177
326,11313.916230366493
327,11313.916230366493
328,11313.916230366493
329,11208.596666666666
330,13933.006880733945
331,12017.32326283988
332,12990.38785046729
333,12017.32326283988
334,13922.599025974027
335,16979.942857142858
336,12017.32326283988
337,11251.22077922078
338,11313.916230366493
339,12990.38785046729
340,11313.916230366493
341,12970.332352941177
342,12990.38785046729
343,12990.38785046729
344,12017.32326283988
345,11251.22077922078
346,12017.32326283988
347,11208.596666666666
348,11208.596666666666
349,11208.596666666666
350,12017.32326283988
351,10847.290584415585
352,11208.596666666666
353,10847.290584415585
354,10847.290584415585
355,10847.290584415585
356,10847.290584415585
357,12017.32326283988
358,10847.290584415585
359,10897.991769547325
360,10847.290584415585
361,10897.991769547325
362,10897.991769547325
363,15721.71505376344
364,13922.599025974027
365,10847.290584415585
366,10847.290584415585
367,11251.22077922078
368,11313.916230366493
369,10847.290584415585
370,12017.32326283988
371,13530.028169014084
372,11313.916230366493
373,15301.029569892473
374,13530.028169014084
375,11251.22077922078
376,11251.22077922078
377,12017.32326283988
378,11313.916230366493
379,13922.599025974027
380,15301.029569892473
381,11313.916230366493
382,12017.32326283988
383,12017.32326283988
384,15301.029569892473
385,13922.599025974027
386,17089.133196721312
387,12017.32326283988
388,12990.38785046729
389,12017.32326283988
390,12990.38785046729
391,15301.029569892473
392,11208.596666666666
393,12990.38785046729
394,13922.599025974027
395,16212.108108108108
396,15338.649214659687
397,12990.38785046729
398,13933.006880733945
399,13922.599025974027
400,13933.006880733945
401,16564.919786096256
402,16564.919786096256
403,16564.919786096256
404,13933.006880733945
405,17089.133196721312
406,12990.38785046729
407,16165.936339522546
408,12990.38785046729
409,14810.085714285715
410,12017.32326283988
411,12017.32326283988
412,17417.056886227543
413,14810.085714285715
414,17179.01072386059
415,12017.32326283988
416,13922.599025974027
417,12017.32326283988
418,12017.32326283988
419,12990.38785046729
420,16644.57974137931
421,13933.006880733945
422,12017.32326283988
423,13933.006880733945
424,12990.38785046729
425,15301.029569892473
426,13922.599025974027
427,13933.006880733945
428,12017.32326283988
429,12990.38785046729
430,11208.596666666666
431,12990.38785046729
432,13922.599025974027
433,12990.38785046729
434,12017.32326283988
435,12017.32326283988
436,11313.916230366493
437,15721.71505376344
438,12017.32326283988
439,12017.32326283988
440,14039.333333333334
441,17089.133196721312
442,18256.59829059829
443,12017.32326283988
444,13922.599025974027
445,13530.028169014084
446,16212.108108108108
447,12017.32326283988
448,10501.142514970059
449,10501.142514970059
450,16165.936339522546
451,17918.69298245614
452,14810.085714285715
453,10847.290584415585
454,15301.029569892473
455,11313.916230366493
456,13933.006880733945
457,14810.085714285715
458,17089.133196721312
459,12970.332352941177
460,16564.919786096256
461,16254.867276887871
462,16212.108108108108
463,16564.919786096256
464,13922.599025974027
465,17354.701846965698
466,12017.32326283988
467,13922.599025974027
468,12017.32326283988
469,14810.085714285715
470,12017.32326283988
471,11251.22077922078
472,12990.38785046729
473,12990.38785046729
474,11313.916230366493
475,12017.32326283988
476,13933.006880733945
477,12990.38785046729
478,13933.006880733945
479,13933.006880733945
480,12017.32326283988
481,12017.32326283988
482,13933.006880733945
483,16254.867276887871
484,17823.654205607476
485,16212.108108108108
486,15301.029569892473
487,12990.38785046729
488,15989.08866995074
489,13933.006880733945
490,18209.333333333332
491,16212.108108108108
492,16212.108108108108
493,12990.38785046729
494,12017.32326283988
495,18256.59829059829
496,12017.32326283988
497,15721.71505376344
498,11313.916230366493
499,11251.22077922078
500,11251.22077922078
501,10501.142514970059
502,12017.32326283988
503,10501.142514970059
504,11313.916230366493
505,12017.32326283988
506,16254.867276887871
507,17417.056886227543
508,14810.085714285715
509,16644.57974137931
510,15989.08866995074
511,16165.936339522546
512,12017.32326283988
513,16212.108108108108
514,20345.84
515,17089.133196721312
516,17179.01072386059
517,16564.919786096256
518,13922.599025974027
519,13933.006880733945
520,17417.056886227543
521,12017.32326283988
522,12017.32326283988
523,11208.596666666666
524,12990.38785046729
525,12017.32326283988
526,12017.32326283988
527,12017.32326283988
528,12017.32326283988
529,12970.332352941177
530,13922.599025974027
531,15338.649214659687
532,12017.32326283988
533,12990.38785046729
534,12017.32326283988
535,15989.08866995074
536,12990.38785046729
537,15301.029569892473
538,16212.108108108108
539,15338.649214659687
540,16644.57974137931
541,15301.029569892473
542,12990.38785046729
543,12990.38785046729
544,12990.38785046729
545,12017.32326283988
546,12017.32326283988
547,12017.32326283988
548,11313.916230366493
549,12017.32326283988
550,12990.38785046729
551,12990.38785046729
552,12017.32326283988
553,12017.32326283988
554,12017.32326283988
555,11251.22077922078
556,12017.32326283988
557,12990.38785046729
558,12990.38785046729
559,12017.32326283988
560,12017.32326283988
561,13933.006880733945
562,12017.32326283988
563,17089.133196721312
564,17179.01072386059
565,11313.916230366493
566,10501.142514970059
567,10501.142514970059
568,10501.142514970059
569,16165.936339522546
570,15989.08866995074
571,12017.32326283988
572,12990.38785046729
573,10501.142514970059
574,12017.32326283988
575,10897.991769547325
576,11251.22077922078
577,12017.32326283988
578,13933.006880733945
579,17327.10769230769
580,16254.867276887871
581,11208.596666666666
582,13933.006880733945
583,12990.38785046729
584,13933.006880733945
585,12970.332352941177
586,12970.332352941177
587,13922.599025974027
588,12990.38785046729
589,12990.38785046729
590,12017.32326283988
591,12990.38785046729
592,16212.108108108108
593,12990.38785046729
594,12990.38785046729
595,12990.38785046729
596,12017.32326283988
597,12990.38785046729
598,15301.029569892473
599,12990.38785046729
600,16212.108108108108
601,12990.38785046729
602,11208.596666666666
603,13933.006880733945
604,39073.55263157895
605,13922.599025974027
606,12990.38785046729
607,13933.006880733945
608,11208.596666666666
609,11251.22077922078
610,11208.596666666666
611,12990.38785046729
612,15989.08866995074
613,15301.029569892473
614,15338.649214659687
615,11208.596666666666
616,13922.599025974027
617,12017.32326283988
618,12017.32326283988
619,11208.596666666666
620,12017.32326283988
621,13933.006880733945
622,11251.22077922078
623,11208.596666666666
624,12990.38785046729
625,12990.38785046729
626,10847.290584415585
627,11208.596666666666
628,10847.290584415585
629,11251.22077922078
630,11313.916230366493
631,11251.22077922078
632,10897.991769547325
633,10847.290584415585
634,11313.916230366493
635,10847.290584415585
636,10847.290584415585
637,11208.596666666666
638,10847.290584415585
639,12017.32326283988
640,12017.32326283988
641,10847.290584415585
642,10847.290584415585
643,12017.32326283988
644,12970.332352941177
645,10847.290584415585
646,12017.32326283988
647,10847.290584415585
648,11208.596666666666
649,16212.108108108108
650,16254.867276887871
651,13922.599025974027
652,11208.596666666666
653,10847.290584415585
654,11208.596666666666
655,12017.32326283988
656,12970.332352941177
657,10897.991769547325
658,12017.32326283988
659,11208.596666666666
660,11251.22077922078
661,10847.290584415585
662,10897.991769547325
663,12017.32326283988
664,12017.32326283988
665,12017.32326283988
666,12990.38785046729
667,10897.991769547325
668,11251.22077922078
669,10897.991769547325
670,13922.599025974027
671,10897.991769547325
672,10847.290584415585
673,10847.290584415585
674,10897.991769547325
675,11208.596666666666
676,12017.32326283988
677,13933.006880733945
678,12990.38785046729
679,15721.71505376344
680,15338.649214659687
681,13922.599025974027
682,13922.599025974027
683,13933.006880733945
684,12990.38785046729
685,13922.599025974027
686,23323.44578313253
687,11313.916230366493
688,12017.32326283988
689,17823.654205607476
690,11208.596666666666
691,16119.20588235294
692,13922.599025974027
693,11313.916230366493
694,11251.22077922078
695,16212.108108108108
696,16564.919786096256
697,15989.08866995074
698,13933.006880733945
699,12017.32326283988
700,15301.029569892473
701,17089.133196721312
702,17089.133196721312
703,17089.133196721312
704,30956.423963133642
705,15338.649214659687
706,16564.919786096256
707,12990.38785046729
708,12017.32326283988
709,13922.599025974027
710,16212.108108108108
711,13023.5
712,12990.38785046729
713,12990.38785046729
714,15989.08866995074
715,17417.056886227543
716,15301.029569892473
717,12017.32326283988
718,11251.22077922078
719,12990.38785046729
720,12017.32326283988
721,12990.38785046729
722,12990.38785046729
723,15721.71505376344
724,13933.006880733945
725,12990.38785046729
726,16212.108108108108
727,12017.32326283988
728,17179.01072386059
729,12017.32326283988
730,12017.32326283988
731,12990.38785046729
732,11313.916230366493
733,11313.916230366493
734,13530.028169014084
735,14810.085714285715
736,12017.32326283988
737,12017.32326283988
738,14039.333333333334
739,13530.028169014084
740,13922.599025974027
741,11251.22077922078
742,13933.006880733945
743,15721.71505376344
744,15301.029569892473
745,12990.38785046729
746,15989.08866995074
747,15989.08866995074
748,16212.108108108108
749,12017.32326283988
750,10847.290584415585
751,10847.290584415585
752,11251.22077922078
753,12017.32326283988
754,10897.991769547325
755,12017.32326283988
756,12990.38785046729
757,10897.991769547325
758,10847.290584415585
759,12017.32326283988
760,15301.029569892473
761,15301.029569892473
762,18256.59829059829
763,14810.085714285715
764,12017.32326283988
765,16254.867276887871
766,15989.08866995074
767,16165.936339522546
768,15338.649214659687
769,12017.32326283988
770,13933.006880733945
771,16165.936339522546
772,16212.108108108108
773,15301.029569892473
774,15301.029569892473
775,16165.936339522546
776,16644.57974137931
777,13933.006880733945
778,12017.32326283988
779,11313.916230366493
780,15338.649214659687
781,11313.916230366493
782,10897.991769547325
783,10501.142514970059
784,10501.142514970059
785,13933.006880733945
786,10897.991769547325
787,12990.38785046729
788,12017.32326283988
789,12017.32326283988
790,16165.936339522546
791,13922.599025974027
792,13530.028169014084
793,15721.71505376344
794,15989.08866995074
795,11251.22077922078
796,12017.32326283988
797,13922.599025974027
798,15338.649214659687
799,14810.085714285715
800,12017.32326283988
801,15301.029569892473
802,16165.936339522546
803,18681.04098360656
804,15989.08866995074
805,15721.71505376344
806,20345.84
807,17417.056886227543
808,13922.599025974027
809,12017.32326283988
810,13922.599025974027
811,17044.842105263157
812,16212.108108108108
813,15989.08866995074
814,13922.599025974027
815,15721.71505376344
816,13922.599025974027
817,15301.029569892473
818,11313.916230366493
819,11313.916230366493
820,11313.916230366493
821,12017.32326283988
822,10501.142514970059
823,10897.991769547325
824,12017.32326283988
825,12017.32326283988
826,15721.71505376344
827,12990.38785046729
828,14810.085714285715
829,16644.57974137931
830,14810.085714285715
831,16165.936339522546
832,16212.108108108108
833,16564.919786096256
834,18681.04098360656
835,14810.085714285715
836,15338.649214659687
837,15721.71505376344
838,15721.71505376344
839,15301.029569892473
840,12990.38785046729
841,15721.71505376344
842,14810.085714285715
843,13922.599025974027
844,12017.32326283988
845,12017.32326283988
846,13922.599025974027
847,12990.38785046729
848,16212.108108108108
849,12017.32326283988
850,12017.32326283988
851,12017.32326283988
852,11251.22077922078
853,12017.32326283988
854,12017.32326283988
855,12017.32326283988
856,13933.006880733945
857,12017.32326283988
858,11251.22077922078
859,12017.32326283988
860,12990.38785046729
861,12017.32326283988
862,14810.085714285715
863,12017.32326283988
864,12970.332352941177
865,12017.32326283988
866,11313.916230366493
867,15338.649214659687
868,12017.32326283988
869,14810.085714285715
870,17179.01072386059
871,15721.71505376344
872,17089.133196721312
873,12990.38785046729
874,12990.38785046729
875,17417.056886227543
876,12017.32326283988
877,15721.71505376344
878,12990.38785046729
879,16564.919786096256
880,12017.32326283988
881,13922.599025974027
882,14810.085714285715
883,13933.006880733945
884,12990.38785046729
885,12017.32326283988
886,12017.32326283988
887,11251.22077922078
888,11208.596666666666
889,12990.38785046729
890,11313.916230366493
891,12017.32326283988
892,12017.32326283988
893,12017.32326283988
894,12990.38785046729
895,12990.38785046729
896,12970.332352941177
897,12017.32326283988
898,13933.006880733945
899,11251.22077922078
900,12990.38785046729
901,16212.108108108108
902,12017.32326283988
903,16212.108108108108
904,12017.32326283988
905,12017.32326283988
906,11251.22077922078
907,12017.32326283988
908,12017.32326283988
909,10501.142514970059
910,10501.142514970059
911,12990.38785046729
912,14039.333333333334
913,15338.649214659687
914,12970.332352941177
915,16644.57974137931
916,17179.01072386059
917,12990.38785046729
918,16212.108108108108
919,13933.006880733945
920,13933.006880733945
921,16212.108108108108
922,12990.38785046729
923,16165.936339522546
924,16254.867276887871
925,12017.32326283988
926,12990.38785046729
927,13933.006880733945
928,13922.599025974027
929,13922.599025974027
930,13922.599025974027
931,12017.32326283988
932,12990.38785046729
933,11313.916230366493
934,12990.38785046729
935,14810.085714285715
936,13933.006880733945
937,13922.599025974027
938,11208.596666666666
939,11208.596666666666
940,11208.596666666666
941,12017.32326283988
942,12990.38785046729
943,13922.599025974027
944,13933.006880733945
945,12017.32326283988
946,12990.38785046729
947,13922.599025974027
948,12990.38785046729
949,15721.71505376344
950,12017.32326283988
951,16212.108108108108
952,12990.38785046729
953,12017.32326283988
954,13933.006880733945
955,11313.916230366493
956,12017.32326283988
957,12017.32326283988
958,11313.916230366493
959,12017.32326283988
960,15721.71505376344
961,12017.32326283988
962,13922.599025974027
963,16165.936339522546
964,15301.029569892473
965,11313.916230366493
966,11251.22077922078
967,15989.08866995074
968,12017.32326283988
969,13922.599025974027
970,12017.32326283988
971,12017.32326283988
972,12017.32326283988
973,12990.38785046729
974,14039.333333333334
975,12970.332352941177
976,11313.916230366493
977,12017.32326283988
978,11251.22077922078
979,10847.290584415585
980,10897.991769547325
981,10847.290584415585
982,11208.596666666666
983,10897.991769547325
984,10847.290584415585
985,11313.916230366493
986,11313.916230366493
987,11251.22077922078
988,12970.332352941177
989,11313.916230366493
990,10847.290584415585
991,12990.38785046729
992,10847.290584415585
993,12017.32326283988
994,12970.332352941177
995,12970.332352941177
996,10847.290584415585
997,10847.290584415585
998,10847.290584415585
999,12990.38785046729
1000,11251.22077922078
1001,11251.22077922078
1002,10897.991769547325
1003,12970.332352941177
1004,12990.38785046729
1005,11313.916230366493
1006,11313.916230366493
1007,10847.290584415585
1008,10847.290584415585
1009,12990.38785046729
1010,12970.332352941177
1011,11313.916230366493
1012,11313.916230366493
1013,11208.596666666666
1014,17918.69298245614
1015,11313.916230366493
1016,12990.38785046729
1017,12990.38785046729
1018,12017.32326283988
1019,12017.32326283988
1020,12017.32326283988
1021,12990.38785046729
1022,12017.32326283988
1023,12017.32326283988
1024,13933.006880733945
1025,14810.085714285715
1026,15301.029569892473
1027,12017.32326283988
1028,12990.38785046729
1029,12017.32326283988
1030,12970.332352941177
1031,16564.919786096256
1032,15338.649214659687
1033,13922.599025974027
1034,12990.38785046729
1035,18681.04098360656
1036,13933.006880733945
1037,12017.32326283988
1038,12017.32326283988
1039,11313.916230366493
1040,12990.38785046729
1041,13933.006880733945
1042,11313.916230366493
1043,14810.085714285715
1044,15338.649214659687
1045,16165.936339522546
1046,14810.085714285715
1047,15301.029569892473
1048,13922.599025974027
1049,12017.32326283988
1050,12017.32326283988
1051,12017.32326283988
1052,12017.32326283988
1053,38548.28571428572
1054,13933.006880733945
1055,12017.32326283988
1056,17089.133196721312
1057,23323.44578313253
1058,15989.08866995074
1059,12017.32326283988
1060,12017.32326283988
1061,12990.38785046729
1062,15301.029569892473
1063,12017.32326283988
1064,12017.32326283988
1065,12017.32326283988
1066,12017.32326283988
1067,12017.32326283988
1068,12017.32326283988
1069,13922.599025974027
1070,16254.867276887871
1071,12017.32326283988
1072,13922.599025974027
1073,14810.085714285715
1074,14810.085714285715
1075,17823.654205607476
1076,17417.056886227543
1077,12017.32326283988
1078,12017.32326283988
1079,12017.32326283988
1080,11251.22077922078
1081,12017.32326283988
1082,16254.867276887871
1083,12017.32326283988
1084,12017.32326283988
1085,12017.32326283988
1086,13922.599025974027
1087,13933.006880733945
1088,12017.32326283988
1089,35816.18709677419
1090,11208.596666666666
1091,11208.596666666666
1092,12017.32326283988
1093,12017.32326283988
1094,12990.38785046729
1095,11208.596666666666
1096,13933.006880733945
1097,12990.38785046729
1098,12017.32326283988
1099,15338.649214659687
1100,11313.916230366493
1101,11313.916230366493
1102,12017.32326283988
1103,13922.599025974027
1104,17354.701846965698
1105,15989.08866995074
1106,12017.32326283988
1107,15721.71505376344
1108,15301.029569892473
1109,10501.142514970059
1110,15338.649214659687
1111,12017.32326283988
1112,18256.59829059829
1113,17327.10769230769
1114,11208.596666666666
1115,10847.290584415585
1116,10897.991769547325
1117,10847.290584415585
1118,10847.290584415585
1119,11313.916230366493
1120,12017.32326283988
1121,10897.991769547325
1122,15301.029569892473
1123,15989.08866995074
1124,12990.38785046729
1125,12990.38785046729
1126,14810.085714285715
1127,12990.38785046729
1128,12990.38785046729
1129,16212.108108108108
1130,17179.01072386059
1131,15338.649214659687
1132,15301.029569892473
1133,15301.029569892473
1134,15989.08866995074
1135,17354.701846965698
1136,12990.38785046729
1137,15721.71505376344
1138,15721.71505376344
1139,15989.08866995074
1140,10897.991769547325
1141,10501.142514970059
1142,10897.991769547325
1143,10501.142514970059
1144,10501.142514970059
1145,14810.085714285715
1146,24707.191335740074
1147,17179.01072386059
1148,12017.32326283988
1149,11313.916230366493
1150,13922.599025974027
1151,17089.133196721312
1152,13933.006880733945
1153,11251.22077922078
1154,15989.08866995074
1155,13922.599025974027
1156,16212.108108108108
1157,115149.0
1158,12990.38785046729
1159,15338.649214659687
1160,12017.32326283988
1161,14810.085714285715
1162,15338.649214659687
1163,17354.701846965698
1164,15721.71505376344
1165,13933.006880733945
1166,12017.32326283988
1167,18256.59829059829
1168,26397.03244837758
1169,17089.133196721312
1170,20345.84
1171,24363.68137254902
1172,15989.08866995074
1173,26000.096330275228
1174,13922.599025974027
1175,13933.006880733945
1176,16212.108108108108
1177,12017.32326283988
1178,12990.38785046729
1179,16165.936339522546
1180,11251.22077922078
1181,12970.332352941177
1182,10501.142514970059
1183,10501.142514970059
1184,10501.142514970059
1185,10501.142514970059
1186,12970.332352941177
1187,12017.32326283988
1188,12017.32326283988
1189,12017.32326283988
1190,11251.22077922078
1191,16254.867276887871
1192,12990.38785046729
1193,13933.006880733945
1194,26000.096330275228
1195,16564.919786096256
1196,16212.108108108108
1197,16212.108108108108
1198,13922.599025974027
1199,15301.029569892473
1200,16644.57974137931
1201,16644.57974137931
1202,15301.029569892473
1203,12990.38785046729
1204,17179.01072386059
1205,17179.01072386059
1206,11251.22077922078
1207,11251.22077922078
1208,13933.006880733945
1209,12990.38785046729
1210,12017.32326283988
1211,12017.32326283988
1212,12990.38785046729
1213,12017.32326283988
1214,12017.32326283988
1215,12017.32326283988
1216,12990.38785046729
1217,16212.108108108108
1218,16212.108108108108
1219,12990.38785046729
1220,18297.91089108911
1221,16212.108108108108
1222,20345.84
1223,16254.867276887871
1224,16212.108108108108
1225,16212.108108108108
1226,15989.08866995074
1227,12017.32326283988
1228,11313.916230366493
1229,13933.006880733945
1230,10847.290584415585
1231,13922.599025974027
1232,12990.38785046729
1233,12017.32326283988
1234,11251.22077922078
1235,12017.32326283988
1236,12017.32326283988
1237,17179.01072386059
1238,12017.32326283988
1239,12017.32326283988
1240,12990.38785046729
1241,12970.332352941177
1242,11313.916230366493
1243,12990.38785046729
1244,12017.32326283988
1245,11251.22077922078
1246,14810.085714285715
1247,12017.32326283988
1248,13933.006880733945
1249,12990.38785046729
1250,30944.37037037037
1251,24295.38829787234
1252,11208.596666666666
1253,10501.142514970059
1254,10897.991769547325
1255,11251.22077922078
1256,12970.332352941177
1257,12970.332352941177
1258,13922.599025974027
1259,12990.38785046729
1260,12017.32326283988
1261,12017.32326283988
1262,12017.32326283988
1263,12017.32326283988
1264,13922.599025974027
1265,12990.38785046729
1266,16564.919786096256
1267,14810.085714285715
1268,12990.38785046729
1269,13933.006880733945
1270,12990.38785046729
1271,11251.22077922078
1272,12990.38785046729
1273,12017.32326283988
1274,12990.38785046729
1275,13933.006880733945
1276,11313.916230366493
1277,13933.006880733945
1278,16212.108108108108
1279,12970.332352941177
1280,12990.38785046729
1281,16212.108108108108
1282,15338.649214659687
1283,13933.006880733945
1284,12990.38785046729
1285,12017.32326283988
1286,15989.08866995074
1287,12017.32326283988
1288,11313.916230366493
1289,14810.085714285715
1290,12017.32326283988
1291,16119.20588235294
1292,12017.32326283988
1293,17179.01072386059
1294,11251.22077922078
1295,11208.596666666666
1296,11313.916230366493
1297,11208.596666666666
1298,11251.22077922078
1299,11313.916230366493
1300,15721.71505376344
1301,12990.38785046729
1302,16254.867276887871
1303,12017.32326283988
1304,24707.191335740074
1305,12017.32326283988
1306,11208.596666666666
1307,12990.38785046729
1308,12990.38785046729
1309,12990.38785046729
1310,12970.332352941177
1311,12990.38785046729
1312,10897.991769547325
1313,11251.22077922078
1314,12017.32326283988
1315,11208.596666666666
1316,12970.332352941177
1317,12017.32326283988
1318,12017.32326283988
1319,10847.290584415585
1320,10847.290584415585
1321,10847.290584415585
1322,10847.290584415585
1323,11313.916230366493
1324,10897.991769547325
1325,10847.290584415585
1326,10847.290584415585
1327,10897.991769547325
1328,12990.38785046729
1329,10897.991769547325
1330,10847.290584415585
1331,10897.991769547325
1332,13530.028169014084
1333,10847.290584415585
1334,10847.290584415585
1335,12017.32326283988
1336,15721.71505376344
1337,12970.332352941177
1338,10847.290584415585
1339,10897.991769547325
1340,10847.290584415585
1341,12990.38785046729
1342,14810.085714285715
1343,12990.38785046729
1344,11313.916230366493
1345,11313.916230366493
1346,12017.32326283988
1347,16212.108108108108
1348,12990.38785046729
1349,12990.38785046729
1350,16165.936339522546
1351,13922.599025974027
1352,15301.029569892473
1353,12990.38785046729
1354,12017.32326283988
1355,40758.93883792049
1356,32395.887218045114
1357,11313.916230366493
1358,16254.867276887871
1359,16212.108108108108
1360,14039.333333333334
1361,14039.333333333334
1362,18209.333333333332
1363,16212.108108108108
